level,x,y,ID,Verfasser,Seitenzahl,Leer,Anstreichung,Unterstreichung,Durchstreichung,SonstigeMarkierung,ZusatzMaterial,Anderes,Provenienz,Stempel,Kommentar,Bewertung,Textkorrektur,Variante,Uebersetzung,LeerTotal,AnstreichungTotal,UnterstreichungTotal,DurchstreichungTotal,SonstigeMarkierungTotal,ZusatzMaterialTotal,AnderesTotal,ProvenienzTotal,StempelTotal,KommentarTotal,BewertungTotal,TextkorrekturTotal,VarianteTotal,UebersetzungTotal,Bio
verfasser,0.6897282726341113,1.1571642477024926,"Böhm, Richard","Böhm, Richard",218,213,0,0,0,0,0,3,1,2,0,0,0,0,0,213,0,0,0,0,0,3,1,2,0,0,0,0,0,"Richard Böhm (* 1. Oktober 1854 in Berlin; † 27. März 1884 in Katapana, Katanga) war ein deutscher Zoologe, Anatom und Entdecker."
verfasser,1.3444460685029427,-2.645873363432792,"Brahm, Otto","Brahm, Otto",79,58,17,6,0,0,2,0,4,1,7,7,0,0,0,58,17,6,0,0,2,0,4,1,7,7,0,0,0,"Otto Brahm (* 5. Februar 1856 in Hamburg; † 28. November 1912 in Berlin; eigentlich Abrahamsohn, Pseudonym: Otto Anders) war ein deutscher Kritiker, Theaterleiter und Regisseur."
verfasser,-1.2513300056359427,0.7531274613582032,"Dahn, Felix","Dahn, Felix",638,626,6,3,0,2,0,1,1,1,3,0,1,0,0,626,6,3,0,2,0,1,1,1,3,0,1,0,0,"Felix Dahn (auch Ludwig Sophus; * 9. Februar 1834 in Hamburg; † 3. Januar 1912 in Breslau) war ein deutscher Rechtswissenschaftler, Schriftsteller und Historiker."
verfasser,1.1051756140268592,0.8614369178941518,"Fitger, Arthur","Fitger, Arthur",116,111,0,0,0,0,0,4,1,1,1,0,0,0,0,111,0,0,0,0,0,4,1,1,1,0,0,0,0,Arthur Heinrich Wilhelm Fitger (* 4. Oktober 1840 in Delmenhorst; † 28. Juni 1909 in Horn bei Bremen) war ein deutscher Maler und Dichter.
verfasser,-0.1277086510863203,-0.017669851362770817,"Fontane, Theodor","Fontane, Theodor",13373,12544,20,19,20,35,29,166,57,46,67,1,10,16,0,12544,20,19,20,35,29,166,57,46,67,1,10,16,0,Heinrich Theodor Fontane (* 30. Dezember 1819 in Neuruppin; † 20. September 1898 in Berlin) war ein deutscher Schriftsteller. Er gilt als literarischer Spiegel Preußens und als bedeutendster deutscher Vertreter des Realismus.
verfasser,0.04502576461802093,5.067336730765809,"Forster, John","Forster, John",492,481,0,0,0,0,8,3,1,1,0,0,0,0,0,481,0,0,0,0,8,3,1,1,0,0,0,0,0,"John Forster (* 2. April 1812 in Newcastle upon Tyne; † 2. Februar 1876 in London) war ein englischer Publizist, Historiker und Biograph. Er war mit Charles Dickens befreundet."
verfasser,-1.669298622699723,-9.710811761116693,"Freytag, Gustav","Freytag, Gustav",894,235,116,17,0,496,0,126,4,2,46,34,0,0,0,235,116,17,0,496,0,126,4,2,46,34,0,0,0,"Gustav Freytag (* 13. Juli 1816 in Kreuzburg, Oberschlesien; † 30. April 1895 in Wiesbaden) war ein deutscher Schriftsteller."
verfasser,2.55679334218299,-1.6640907127155815,"Geibel, Emanuel","Geibel, Emanuel",406,390,0,0,0,0,0,4,5,2,0,0,0,0,0,390,0,0,0,0,0,4,5,2,0,0,0,0,0,"Franz Emanuel August Geibel (* 17. Oktober 1815 in Lübeck; † 6. April 1884 ebenda) war ein deutscher Lyriker. Er war zwischen 1840 und 1914 ein literarisch hoch geschätzter und außergewöhnlich populärer Autor, dessen kunstvolles Liederwerk Komponisten wie Robert Schumann, Hugo Wolf, Felix Mendelssohn Bartholdy und Johannes Brahms inspirierte."
verfasser,-0.770408270876225,-2.00288162621275,"Gensichen, Otto Franz","Gensichen, Otto Franz",108,92,7,12,0,0,0,1,1,2,11,3,1,0,0,92,7,12,0,0,0,1,1,2,11,3,1,0,0,"Otto Franz Gensichen (* 4. Februar 1847 in Driesen; † 24. August 1933) war ein deutscher Schriftsteller, Dramatiker und Publizist. Er benutzte das Pseudonym Otto Franz."
verfasser,-2.0599483194314057,0.5058777434388176,"Goethe, Johann Wolfgang von","Goethe, Johann Wolfgang von",3890,3728,66,12,1,61,0,6,5,5,41,12,1,0,0,3728,66,12,1,61,0,6,5,5,41,12,1,0,0,"Johann Wolfgang Goethe, ab 1782 von Goethe (* 28. August 1749 in Frankfurt am Main; † 22. März 1832 in Weimar), war ein deutscher Dichter und Naturforscher. Er gilt als einer der bedeutendsten Schöpfer deutschsprachiger Dichtung."
verfasser,-1.0513916051955594,-2.7177335778712743,"Hamerling, Robert","Hamerling, Robert",494,393,42,11,2,2,0,7,2,4,34,11,8,0,0,393,42,11,2,2,0,7,2,4,34,11,8,0,0,"Robert Hamerling, geboren als Rupert Johann Hammerling, (* 24. März 1830 in Kirchberg am Walde, Niederösterreich; † 13. Juli 1889 in (Stifting bei) Graz) war ein österreichischer Dichter und Schriftsteller."
verfasser,0.1210552261081569,-0.748156813878323,"Handtmann, Eduard","Handtmann, Eduard",280,266,10,4,0,0,0,0,2,0,1,1,0,0,0,266,10,4,0,0,0,0,2,0,1,1,0,0,0,Friedrich August Eduard Handtmann (* 28. Mai 1842 in Potsdam; † 24. November 1912 ebenda) war ein deutscher evangelischer Geistlicher und Sagensammler.
verfasser,1.7568630666280551,-4.458655172988099,"Heine, Heinrich","Heine, Heinrich",330,290,11,0,1,8,0,1,3,1,4,7,12,0,0,290,11,0,1,8,0,1,3,1,4,7,12,0,0,"Christian Johann Heinrich Heine (* 13. Dezember 1797 als Harry Heine in Düsseldorf, Herzogtum Berg; † 17. Februar 1856 in Paris) war einer der bedeutendsten deutschen Dichter, Schriftsteller und Journalisten des 19. Jahrhunderts. Heine gilt als „letzter Dichter der Romantik“ und zugleich als deren Überwinder."
verfasser,1.2787898060823362,1.1747612083255958,"Hertz, Wilhelm ","Hertz, Wilhelm ",72,66,0,0,0,0,0,2,1,2,0,0,0,0,0,66,0,0,0,0,0,2,1,2,0,0,0,0,0,"Wilhelm Hertz, ab 1898 Ritter von Hertz, (auch Wilhelm von Hertz, * 24. September 1835 in Stuttgart; † 7. Januar 1902 in München) war ein deutscher Dichter und Germanist. Wilhelm Hertz war insbesondere im 19. Jahrhundert populär und ist aufgrund des weitreichenden Verlusts vieler seiner Werke heute weitgehend in Vergessenheit geraten."
verfasser,0.22117985037412857,-0.045435782951666136,"Heyse, Paul","Heyse, Paul",4492,4141,99,38,4,8,0,115,22,32,46,31,2,0,0,4141,99,38,4,8,0,115,22,32,46,31,2,0,0,"Paul Johann Ludwig von Heyse (geadelt 1910, * 15. März 1830 in Berlin; † 2. April 1914 in München) war ein deutscher Schriftsteller, Dramatiker und Übersetzer. Neben vielen Gedichten schuf Heyse rund 180 Novellen, acht Romane und 68 Dramen."
verfasser,-2.342384110604853,-2.9924880963827847,"Hopfen, Hans","Hopfen, Hans",882,696,95,20,2,1,0,107,4,3,30,21,4,0,0,696,95,20,2,1,0,107,4,3,30,21,4,0,0,"Hans Demetrius Hopfen, ab 1888 Ritter von Hopfen, (* 3. Januar 1835 in München als Hans Mayer; † 19. November 1904 in Groß-Lichterfelde [heute Berlin]) war ein deutscher Schriftsteller."
verfasser,-6.510391360198629,-2.5611207173337327,"Immermann, Karl","Immermann, Karl",812,584,40,13,0,4,0,137,1,2,14,26,1,0,0,584,40,13,0,4,0,137,1,2,14,26,1,0,0,"Karl Leberecht Immermann (* 24. April 1796 in Magdeburg; † 25. August 1840 in Düsseldorf) war ein deutscher Schriftsteller, Lyriker und Dramatiker."
verfasser,0.713443242824587,-0.33524826159106863,"Lenau, Nikolaus","Lenau, Nikolaus",1004,970,1,5,0,4,0,9,8,6,2,2,3,0,0,970,1,5,0,4,0,9,8,6,2,2,3,0,0,"Nikolaus Lenau, eigentlich Nikolaus Franz Niembsch (seit 1820) Edler von Strehlenau, (* 13. August 1802 in Csatád, Königreich Ungarn; † 22. August 1850 in Oberdöbling) war ein österreichischer spätromantischer Schriftsteller."
verfasser,0.4153958864433861,1.1627291777647613,"Leopardi, Giacomo ","Leopardi, Giacomo ",299,289,0,0,0,0,0,3,1,2,0,0,0,0,0,289,0,0,0,0,0,3,1,2,0,0,0,0,0,"Giacomo Leopardi (* 29. Juni 1798 in Recanati; † 14. Juni 1837 in Neapel) war ein italienischer Dichter, Essayist und Philologe. Neben Alessandro Manzoni kam ihm eine entscheidende Rolle bei der Erneuerung der italienischen Literatursprache im 19. Jahrhundert zu."
verfasser,1.0476687604087105,-0.677948705142956,"Lepel, Bernhard von","Lepel, Bernhard von",454,396,6,4,1,3,2,26,5,3,5,0,5,0,0,396,6,4,1,3,2,26,5,3,5,0,5,0,0,Georg Friedrich Gustav Bernhard von Lepel (* 27. Mai 1818 in Meppen; † 17. Mai 1885 in Prenzlau) war ein preußischer Offizier (Major a. D.) und Schriftsteller.
verfasser,-2.0918094316881786,1.9872915890977523,"Lübke, Wilhelm","Lübke, Wilhelm",2119,1924,3,1,0,3,0,29,2,3,0,0,0,0,0,1924,3,1,0,3,0,29,2,3,0,0,0,0,0,Wilhelm Lübke (* 17. Januar 1826 in Dortmund; † 5. April 1893 in Karlsruhe) war ein deutscher Kunsthistoriker.
verfasser,3.708636752034007,-2.379034693782659,"Lubliner, Hugo","Lubliner, Hugo",494,478,0,0,0,1,2,3,6,0,1,0,0,0,0,478,0,0,0,1,2,3,6,0,1,0,0,0,0,"Hugo Lubliner (1846–1911) war ein deutscher Dramatiker, dessen Pseudonym Hugo Bürger war."
verfasser,0.5915670345706707,-0.5267113595923835,"Mantegazza, Paolo ","Mantegazza, Paolo ",172,157,14,3,0,0,0,1,2,1,2,2,1,0,0,157,14,3,0,0,0,1,2,1,2,2,1,0,0,"Paolo Mantegazza (* 31. Oktober 1831 in Monza; † 28. August 1910 in San Terenzo) war ein italienischer Neurologe, Physiologe und Anthropologe sowie ein bedeutender Arzt und Bewusstseinsforscher. Mantegazza publizierte mehrere Romane, die zu seiner Zeit Bestseller waren, inzwischen jedoch nahezu in Vergessenheit geraten sind.  "
verfasser,5.991098321276226,-0.9811945319086255,"Meyer, Paul","Meyer, Paul",78,47,1,0,0,17,8,0,4,1,18,0,0,0,0,47,1,0,0,17,8,0,4,1,18,0,0,0,0,"Paul Meyer (* 17. Januar 1840 in Paris; † 7. September 1917 in Saint-Mandé) war ein französischer Romanist, Provenzalist und Mediävist."
verfasser,-0.31511185500774824,0.37742992367592626,"Pantenius, Theodor Hermann","Pantenius, Theodor Hermann",1020,1002,0,0,0,1,0,10,4,3,2,0,0,0,0,1002,0,0,0,1,0,10,4,3,2,0,0,0,0,"Theodor Hermann Pantenius (* 22. Oktober 1843 in Mitau; † 16. November 1915 in Leipzig) war ein deutsch-baltischer Autor und Zeitschriftenredakteur, dessen schriftstellerisches Werk Stoffe aus seiner baltischen Heimat in Romanen und Novellen ausführlich behandelt."
verfasser,-0.025775358704018626,1.8202524823671582,"Pietsch, Ludwig","Pietsch, Ludwig",646,548,47,17,0,2,0,13,3,4,1,0,0,0,0,548,47,17,0,2,0,13,3,4,1,0,0,0,0,"Ludwig Pietsch (* 25. Dezember 1824 in Danzig; † 27. November 1911 in Berlin) war ein deutscher Maler, Kunstschriftsteller und Feuilletonist in Berlin."
verfasser,-0.04421213863634251,0.3932123284538993,"Platen, August von","Platen, August von",1548,1437,33,2,1,9,1,39,6,4,2,0,3,0,0,1437,33,2,1,9,1,39,6,4,2,0,3,0,0,"August Graf von Platen-Hallermünde (geboren als Graf Karl August Georg Maximilian von Platen-Hallermund) (* 24. Oktober 1796 in Ansbach, Ansbach-Bayreuth; † 5. Dezember 1835 in Syrakus, Königreich beider Sizilien) war ein deutscher Dichter."
verfasser,1.7613059983355177,-0.6997944333669193,"Riedel, A.F. ","Riedel, A.F. ",24,20,0,1,0,0,0,2,3,1,1,0,0,0,0,20,0,1,0,0,0,2,3,1,1,0,0,0,0,"Adolph Friedrich Johann Riedel (* 5. Dezember 1809 in Biendorf bei Neubukow; † 8. September 1872 in Berlin) war ein deutscher Archivar, Historiker und Politiker."
verfasser,-1.5119339778811305,1.3139711184872456,"Ritter, Benjamin","Ritter, Benjamin",1565,1510,1,0,1,2,0,16,2,2,3,0,1,0,0,1510,1,0,1,2,0,16,2,2,3,0,1,0,0,
verfasser,0.8650733437519499,0.2500116189855129,"Rittershaus, Emil","Rittershaus, Emil",283,218,0,0,0,6,0,0,2,2,1,0,0,0,0,218,0,0,0,6,0,0,2,2,1,0,0,0,0,"Friedrich Emil Rittershaus (* 3. April 1834 in Barmen (heute zu Wuppertal); † 8. März 1897 ebenda) war ein deutscher Kaufmann und Dichter. Er verfasste zahlreiche Erzählungen, Gedichte und Romane. Bis heute bekannt ist er vor allem als Verfasser des Westfalenliedes."
verfasser,0.6187515342434956,-0.7249702777036237,"Roquette, Otto","Roquette, Otto",576,522,23,5,2,7,0,7,6,5,10,19,2,0,0,522,23,5,2,7,0,7,6,5,10,19,2,0,0,Otto Roquette (* 19. April 1824 in Krotoschin bei Posen; † 18. März 1896 in Darmstadt) war ein deutscher Schriftsteller.
verfasser,-3.0178390257828673,1.8997218992527476,"Sachs, Karl","Sachs, Karl",2050,1743,0,0,0,2,0,168,2,3,1,0,0,0,0,1743,0,0,0,2,0,168,2,3,1,0,0,0,0,Karl Ernst August Sachs (* 31. März 1829 in Magdeburg; † 1. August 1909 in Brandenburg an der Havel) war ein deutscher Romanist sowie Lexikograph.
verfasser,4.8868666164197245,-6.212965216711217,"Scherenberg, Christian Friedrich","Scherenberg, Christian Friedrich",544,491,11,12,23,4,0,5,6,2,0,0,27,0,0,491,11,12,23,4,0,5,6,2,0,0,27,0,0,Christian Friedrich Scherenberg (* 5. Mai 1798 in Stettin; † 9. September 1881 in Zehlendorf) war ein deutscher Dichter.
verfasser,-2.8573334099199683,-1.0558012175818359,"Schiller, Friedrich von","Schiller, Friedrich von",2632,2232,103,32,0,77,0,144,8,6,21,3,2,0,0,2232,103,32,0,77,0,144,8,6,21,3,2,0,0,"Johann Christoph Friedrich Schiller, ab 1802 von Schiller (* 10. November 1759 in Marbach am Neckar; † 9. Mai 1805 in Weimar), war ein Arzt, Dichter, Philosoph und Historiker. Er gilt als einer der bedeutendsten deutschen Dramatiker, Lyriker und Essayisten."
verfasser,0.9065705536865566,-0.8297285713234247,"Spielhagen, Friedrich","Spielhagen, Friedrich",276,228,0,2,0,9,0,7,3,1,3,0,0,0,0,228,0,2,0,9,0,7,3,1,3,0,0,0,0,Friedrich Spielhagen (* 24. Februar 1829 in Magdeburg; † 25. Februar 1911 in Berlin) war ein deutscher Schriftsteller.
verfasser,2.634650407047771,-2.33076237334214,"Stempel, Max","Stempel, Max",124,110,7,0,1,0,0,0,5,3,1,4,2,0,0,110,7,0,1,0,0,0,5,3,1,4,2,0,0,
verfasser,0.45277925189256374,0.852277694188849,"Storm, Theodor","Storm, Theodor",2702,2581,7,5,1,4,1,29,12,18,1,1,0,0,0,2581,7,5,1,4,1,29,12,18,1,1,0,0,0,"Hans Theodor Woldsen Storm (* 14. September 1817 in Husum; † 4. Juli 1888 in Hanerau-Hademarschen) war ein deutscher Schriftsteller, der als Lyriker und als Autor von Novellen und Prosa des deutschen Realismus mit norddeutscher Prägung bedeutend war."
verfasser,1.015289317516333,0.3237766028234313,"Trojan, Johannes","Trojan, Johannes",475,443,0,0,0,0,2,7,4,4,1,0,0,0,0,443,0,0,0,0,2,7,4,4,1,0,0,0,0,"Johannes Trojan (* 14. August 1837 in Danzig; † 21. November 1915[1] in Rostock) war ein deutscher Schriftsteller. Johannes Trojan verfasste Erzählungen, Plaudereien, Reiseberichte sowie Beiträge zur deutschen Pflanzenwelt."
verfasser,-0.3461849661707769,0.1187316694742976,"Vilmar, A[ugust] F[riedrich] C[hristian] ","Vilmar, A[ugust] F[riedrich] C[hristian] ",488,461,0,2,0,12,0,6,2,1,1,0,0,0,0,461,0,2,0,12,0,6,2,1,1,0,0,0,0,"August Friedrich Christian Vilmar (* 21. November 1800 in Solz bei Bebra, Hessen; † 30. Juli 1868 in Marburg) war ein konservativer lutherischer Theologe."
verfasser,-1.7177254935741748,-1.4682965689402363,"Voß, Sophie Marie Gräfin von ","Voß, Sophie Marie Gräfin von ",457,407,12,16,0,3,0,8,2,3,5,0,1,0,0,407,12,16,0,3,0,8,2,3,5,0,1,0,0,"Sophie Wilhelmine Charlotte Marie Gräfin von Voß, geb. von Pannwitz (* 11. März 1729 in Schönfließ (Oberhavel); † 31. Dezember 1814 in Berlin) lebte neunundsechzig Jahre am preußischen Hof und war über Jahrzehnte Gesprächspartnerin und Beraterin von Königinnen und Königen."
verfasser,0.20831473810012402,0.834216450076749,"Wegner, Bertha","Wegner, Bertha",294,291,0,0,0,0,0,1,1,1,0,0,0,0,0,291,0,0,0,0,0,1,1,1,0,0,0,0,0,
verfasser,4.033071650764078,5.085052466833451,"Wichmann, Herman ","Wichmann, Herman ",348,302,1,0,0,0,8,24,1,6,8,0,2,0,0,302,1,0,0,0,8,24,1,6,8,0,2,0,0,Hermann Wichmann (* 22. Oktober 1823 in Berlin; † 27. August 1905 in Rom) war ein deutscher Komponist und Schriftsteller.
verfasser,-0.6436794689977496,0.24874017758443348,"Wilbrandt, Adolf","Wilbrandt, Adolf",384,328,16,0,0,0,1,21,1,1,2,2,0,0,0,328,16,0,0,0,1,21,1,1,2,2,0,0,0,Adolf von Wilbrandt (* 24. August 1837 in Rostock; † 10. Juni 1911 ebenda) war deutscher Schriftsteller und Direktor des Burgtheaters in Wien.
verfasser,-0.42423539012265066,0.498037541997193,"Zedlitz-Neukirch, Leopold von","Zedlitz-Neukirch, Leopold von",2936,2874,8,5,1,4,1,12,10,5,0,0,1,0,0,2874,8,5,1,4,1,12,10,5,0,0,1,0,0,"Ernst Leopold von Zedlitz-Neukirch (* 7. Juli 1792 in Tiefhartmannsdorf in Schlesien; † 26. Oktober 1864 in Berlin) war ein deutscher Schriftsteller, Statistiker und Historiker."
verfasser,0.6028527827411766,1.125065182216321,"Zolling, Theophil","Zolling, Theophil",243,235,0,0,0,0,0,1,1,2,1,0,0,0,0,235,0,0,0,0,0,1,1,2,1,0,0,0,0,"Theophil Zolling (* 30. Dezember 1849 in Scafati bei Neapel; † 23. März 1901 in Berlin) war ein deutscher Journalist, Herausgeber, Literaturkritiker und Romancier."
buch,3.708636752034006,-2.379034693782659,B454,"Lubliner, Hugo",494,478,0,0,0,1,2,3,6,0,1,0,0,0,0,478,0,0,0,1,2,3,6,0,1,0,0,0,0,
buch,3.0081194665840254,-1.7107099769881149,B456,"Zedlitz-Neukirch, Leopold von",220,213,0,0,0,0,1,0,5,0,0,0,0,0,0,213,0,0,0,0,1,0,5,0,0,0,0,0,0,
buch,0.12105522610815707,-0.7481568138783229,Handtmann,"Handtmann, Eduard",280,266,10,4,0,0,0,0,2,0,1,1,0,0,0,266,10,4,0,0,0,0,2,0,1,1,0,0,0,
buch,1.5595550019631186,-0.1245206184740258,Q1,"Fontane, Theodor",188,181,0,0,1,0,0,1,2,1,0,0,0,1,0,181,0,0,1,0,0,1,2,1,0,0,0,1,0,
buch,-3.3134607687422806,3.6975467828231277,Q10,"Fontane, Theodor",1113,1055,1,0,1,2,5,6,2,1,14,1,0,1,0,1055,1,0,1,2,5,6,2,1,14,1,0,1,0,
buch,5.991098321276217,-0.9811945319086723,Q100,"Meyer, Paul",78,47,1,0,0,17,8,0,4,1,18,0,0,0,0,47,1,0,0,17,8,0,4,1,18,0,0,0,0,
buch,1.5293998991204572,0.16865604099049777,Q101,"Lepel, Bernhard von",228,189,0,2,0,2,2,21,2,2,3,0,0,0,0,189,0,2,0,2,2,21,2,2,3,0,0,0,0,
buch,1.3589392203608393,2.075992725201142,Q102,"Baudissin, Wolf von",368,289,0,0,0,0,0,56,2,3,1,0,0,0,0,289,0,0,0,0,0,56,2,3,1,0,0,0,0,
buch,1.565283114971965,0.3471131106102656,Q103,"Fontane, Theodor",250,242,1,0,1,4,0,2,2,3,4,0,0,0,0,242,1,0,1,4,0,2,2,3,4,0,0,0,0,
buch,-0.40841526862468286,0.27097862832360425,Q104,"Fontane, Theodor",532,495,1,0,0,0,0,8,2,1,1,0,0,0,0,495,1,0,0,0,0,8,2,1,1,0,0,0,0,
buch,1.6544003388247432,0.7718536136474563,Q105,[ohne Angabe],12,7,0,0,0,0,0,1,1,1,3,0,0,0,0,7,0,0,0,0,0,1,1,1,3,0,0,0,0,
buch,4.0432597941452535,-0.7991278339599723,Q106,"Fontane, Theodor",348,324,0,1,1,0,4,4,5,3,2,0,0,0,0,324,0,1,1,0,4,4,5,3,2,0,0,0,0,
buch,0.6631507128921494,0.30577785476014585,Q107,"Fontane, Theodor",306,297,0,0,0,0,1,1,2,2,1,0,0,0,0,297,0,0,0,0,1,1,2,2,1,0,0,0,0,
buch,-1.7177254935741753,-1.4682965689402363,Q108,"Voß, Sophie Marie Gräfin von ",457,407,12,16,0,3,0,8,2,3,5,0,1,0,0,407,12,16,0,3,0,8,2,3,5,0,1,0,0,
buch,-1.4388897774756677,0.43102348494729875,Q109,"Storm, Theodor",748,701,0,4,1,4,0,4,2,1,0,0,0,0,0,701,0,4,1,4,0,4,2,1,0,0,0,0,0,
buch,-2.0304918685224678,5.872774608020392,Q11,"Fontane, Theodor",1116,1002,0,2,0,6,8,12,2,4,10,0,0,0,0,1002,0,2,0,6,8,12,2,4,10,0,0,0,0,
buch,1.3444460685029402,-2.6458733634327927,Q110,"Brahm, Otto",79,58,17,6,0,0,2,0,4,1,7,7,0,0,0,58,17,6,0,0,2,0,4,1,7,7,0,0,0,
buch,-0.8720668591139451,0.8867306954776939,Q12,"Fontane, Theodor",564,553,0,1,0,1,0,3,1,1,2,0,1,0,0,553,0,1,0,1,0,3,1,1,2,0,1,0,0,
buch,-0.559115437244061,-0.6831045780236589,Q13,"Fontane, Theodor",566,523,0,1,0,0,0,27,3,1,2,0,0,0,0,523,0,1,0,0,0,27,3,1,2,0,0,0,0,
buch,4.298786612191549,2.572577716398278,Q14,"Fontane, Theodor",492,468,1,0,1,0,8,2,2,1,2,0,1,0,0,468,1,0,1,0,8,2,2,1,2,0,1,0,0,
buch,0.02245979576095108,-0.7288393801081745,Q15,"Fontane, Theodor",476,453,0,1,0,1,0,3,3,1,3,0,0,0,0,453,0,1,0,1,0,3,3,1,3,0,0,0,0,
